Tag,Eng Units,Archive Zero,Archive Span,Observed Zero,Observed Span,Flag,Status,Snapshot Start Time,Snapshot Count,Scan Rate (Observed),Archive Exc Dev,Archive Exc Min,Archive Exc Max,Archive Comp Dev,Archive Comp Min,Archive Comp Max,Archive Fidelity(%),Archive Count,Archive Ratio(%),Archive Data Storage(MB),Recommended Exc Dev,Recommended Exc Min,Recommended Exc Max,Recommended Comp Dev,Recommended Comp Min,Recommended Fidelity(%),Recommended Count,Recommended Ratio(%),Recommended Data Storage(MB),Annual Data Storage Savings(MB),Fidelity Change(%)
R_5ZFIC6198-PV,GPM,0,1500,634.1586,611.9954,Check Signal,-,10/10/2019 9:16:21 AM,198808,3 (3) s,0.0015,0 s,1 m,0.003,0 s,5 m,100,198766,99.97887,,3.216717,0 s,1 m,6.433433,0 s,90,141831,71.34069,,,-10
P_2PFI6963A-PV,GPM,0,4,1.999278,11.04219,Check Signal,-,10/10/2019 9:22:00 AM,21535,4 (4) s,4E-05,0 s,5 m,4E-05,0 s,8 h,100,21495,99.81425,,0.004943572,0 s,5 m,0.009887143,0 s,87.6,14265,66.241,,,-12.4
R_6ZDIC15154-SP,,10,20,14.5,1,Hard to Compress,Stale,10/15/2019 3:59:09 PM,71,2 (2) s,2E-05,0 s,1 m,4E-05,0 s,5 m,100,70,98.59155,,0.0005,0 s,1 m,0.001,0 s,100,70,98.59155,,,0
R_0ZPIC14900-PV,PSIG,0,40,-0.2679634,30.72165,-,-,10/10/2019 9:11:52 AM,277137,1 (1) s,0.02718768,0 s,1 m,0.05437537,0 s,5 m,95.1,47131,17.00639,,0.03179555,0 s,1 m,0.0635911,0 s,88.6,40005,14.4351,,,-6.5
R_6ZAI15193-PV,uMHO,0,10000,348.1227,10151.88,-,-,10/23/2019 9:58:14 PM,996775,2 (2) s,0.01,0 s,1 m,0.02,0 s,5 m,100,996605,99.98295,,3.453332,0 s,1 m,6.906663,0 s,85.8,487981,48.95598,,,-14.2
R_6ZLIC15126-PV,PCT,0,100,0.01251357,99.98739,-,-,10/23/2019 11:45:50 PM,997554,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,995867,99.83089,,0.01518535,0 s,1 m,0.03037071,0 s,89.5,123435,12.37377,,,-10.5
R_5RTI6352N-PV,MIN,0,600,353.8206,101.8507,-,-,10/10/2019 9:16:16 AM,184522,2 (2) s,0,0 s,10 m,0.36,0 s,8 h,90.5,9562,5.182038,,0.112401,0 s,10 m,0.224802,0 s,87.5,15315,8.299823,,,-3
R_4RPI13912-PV,PSI,0,100,27.10314,10.47458,-,-,10/10/2019 9:17:00 AM,3782,7 (7) s,0,0 s,10 m,0.5,0 s,8 h,59.9,103,2.723427,,0.03240831,0 s,10 m,0.06481662,0 s,86.2,534,14.11951,,,26.3
R_5ZLIC6133-VL,%,0,100,0,100,Hard to Compress,-,10/10/2019 9:16:29 AM,220367,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,220282,99.96143,,0.0291525,0 s,1 m,0.05830499,0 s,98.6,212385,96.37786,,,-1.4
R_6ZTIC15247-PV,DEGF,32,392,296.0217,12.60352,-,-,10/23/2019 4:37:56 PM,997028,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,994774,99.77393,,0.02388977,0 s,1 m,0.04777954,0 s,85.6,383983,38.51276,,,-14.4
R_5ZFIC6128A-VL,%,0,100,17.01785,41.8786,-,-,10/10/2019 9:17:01 AM,30522,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,30450,99.7641,,0.1116962,0 s,1 m,0.2233923,0 s,86.1,15882,52.0346,,,-13.9
R_5RTI2040M-PV,DEGF,500,350,636.0127,115.0615,-,-,10/10/2019 9:16:36 AM,124732,2 (2) s,1.75,0 s,10 m,3.5,0 s,8 h,59.9,4973,3.986948,,0.1696948,0 s,10 m,0.3393897,0 s,88.4,28691,23.00212,,,28.5
R_5ZFIC1450B-SP,KCFM,0,14,0.06734532,3.414579,Check Signal,-,10/10/2019 9:17:17 AM,27156,2 (2) s,0,0 s,1 m,0.00875,0 s,5 m,98.9,23872,87.90691,,0.01384025,0 s,1 m,0.02768049,0 s,90,19978,73.56754,,,-8.9
R_5RTI13932A-PV,DEGF,0,1000,539.3147,75.65753,Check Signal,-,10/15/2019 11:47:20 AM,178897,2 (2) s,2.5,0 s,10 m,5,0 s,8 h,35.7,1402,0.7836912,,0.160116,0 s,10 m,0.3202319,0 s,85.9,109714,61.32803,,,50.2
R_4RN32206-PV,DEGF,0,800,484,88,-,-,10/10/2019 9:16:53 AM,46170,4 (4) s,0,0 s,10 m,0.008,0 s,8 h,99.2,27786,60.18193,,0.26,0 s,10 m,0.52,0 s,98.2,23586,51.08512,,,-1
R_6ZTI15130-PV,DEGF,32,392,166.3964,16.0659,-,-,10/23/2019 8:54:31 PM,997885,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,996661,99.87734,,0.03478992,0 s,1 m,0.06957983,0 s,85.1,167759,16.81146,,,-14.9
R_0ZFIC3504-SP,PCT,10,20,18,1.5,Hard to Compress,Stale,10/10/2019 9:12:53 AM,147,1 (1) s,0.0001,0 s,1 m,0.0125,0 s,5 m,100,143,97.27891,,0,0 s,1 m,0,0 s,100,143,97.27891,,,0
R_6ZTI15029-PV,DEGF,32,392,219.9025,58.82281,-,-,10/22/2019 12:57:00 PM,996753,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,986387,98.96002,,0.03134759,0 s,1 m,0.06269518,0 s,94.1,106617,10.69643,,,-5.9
R_4R_FEEDWTR_AVG,KPPH,0,425,0.2984065,326.248,-,-,10/15/2019 11:52:50 AM,14139,2 (2) s,0.3,0 s,10 m,0.6000001,0 s,8 h,96.8,9912,70.10397,,0.4827662,0 s,10 m,0.9655324,0 s,85.3,8127,57.47931,,,-11.5
R_4RFI1276B-PV,KPPH,0,200,0.01897812,105.9717,Hard to Compress,-,10/10/2019 9:15:30 AM,309854,7 (7) s,0,0 s,10 m,0.2,0 s,8 h,98.8,287161,92.67623,,0.04781537,0 s,10 m,0.09563074,0 s,98.6,298766,96.42154,,,-0.2
R_4RTIC1260-VL,%,0,100,0,100,-,-,10/10/2019 9:15:46 AM,32721,7 (7) s,0,0 s,1 m,0.0002,0 s,5 m,100,32677,99.86553,,0.2491689,0 s,1 m,0.4983377,0 s,85.2,7423,22.68574,,,-14.8
R_5RTIC6305-VL,,0,100,23.40635,39.07093,-,-,10/10/2019 9:16:47 AM,245981,3 (3) s,0,0 s,1 m,0.06,0 s,5 m,96.4,33956,13.80432,,0.03964532,0 s,1 m,0.07929064,0 s,93.9,18874,7.672951,,,-2.5
R_0ZLIC3591-SP,%,0,100,0,100,-,Stale,10/10/2019 9:23:00 AM,39291,1 (1) s,0.5,0 s,10 m,1,0 s,8 h,83.9,1229,3.127943,,0.06959517,0 s,10 m,0.1391903,0 s,96,5106,12.99534,,,12.1
R_5RFIC9918-ESP,,0,1200,0,817.8419,-,-,10/10/2019 9:16:28 AM,280825,2 (2) s,0,0 s,10 m,0.72,0 s,8 h,98.9,229325,81.66118,,1.597784,0 s,10 m,3.195569,0 s,85.5,104983,37.38378,,,-13.4
R_4RN32204-PV,DEGF,0,800,444,84,-,-,10/10/2019 9:17:37 AM,43127,4 (4) s,0,0 s,10 m,0.008,0 s,8 h,98.7,25148,58.3115,,0.17,0 s,10 m,0.34,0 s,99.1,23725,55.01194,,,0.4
R_5RWI2041_ECTOT,LBS,-100000,200000,3550.066,8117.794,Hard to Compress,Stale,10/10/2019 9:17:20 AM,3772,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,3771,99.97349,,24.80666,0 s,10 m,49.61332,0 s,96.5,3401,90.16437,,,-3.5
R_6ZDTI15148-PV,DEGF,0,400,2.342712,14.3051,-,-,10/24/2019 6:42:48 AM,997470,2 (2) s,0.0004,0 s,1 m,0.0008,0 s,5 m,100,997006,99.95348,,0.03349975,0 s,1 m,0.06699951,0 s,85.8,313407,31.42019,,,-14.2
R_6ZFIC15255-VL,,0,100,34.93211,65.06789,-,-,10/24/2019 10:27:11 AM,997348,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996549,99.91988,,0.01818765,0 s,1 m,0.0363753,0 s,93.9,76421,7.662421,,,-6.1
R_4RLIC1250-PV,%,0,100,60.57148,24.31284,Check Signal,-,10/10/2019 9:16:34 AM,17037,7 (7) s,0,0 s,1 m,0.0002,0 s,5 m,100,17016,99.87674,,0.01235938,0 s,1 m,0.02471877,0 s,93.4,15123,88.76563,,,-6.6
R_6ZPDI15042-PV,PSID,0,8,-0.05204719,1.061762,Hard to Compress,-,10/15/2019 11:45:27 AM,281190,2 (2) s,8E-06,0 s,1 m,1.6E-05,0 s,5 m,100,280369,99.70802,,5.204719E-05,0 s,1 m,0.0001040944,0 s,100,278021,98.873,,,0
R_5RTI7096A-PV,,0,1500,410.2603,1089.74,-,Stale,10/20/2019 2:47:14 AM,12969,2 (2) s,0,0 s,10 m,0.9,0 s,8 h,99.5,11789,90.90138,,4.106894,0 s,10 m,8.213789,0 s,85.1,4178,32.21528,,,-14.4
R_4RTI1370A-PV,DEGF,0,1000,170.0544,208.4193,-,-,9/26/2019 10:33:17 AM,26218,7 (7) s,0,0 s,18 h,10,0 s,8 h,45.4,272,1.037455,,0.2387993,0 s,18 h,0.4775987,0 s,85.6,11156,42.55092,,,40.2
R_5ZLIC15022-PV,%,0,100,46.27397,57.35103,Hard to Compress,-,10/10/2019 9:16:10 AM,578262,2 (2) s,0,0 s,10 m,0.1,0 s,8 h,99.4,552825,95.60113,,0.05862135,0 s,10 m,0.1172427,0 s,98,548474,94.8487,,,-1.4
R_6ZLIC15072-PV,PCT,0,100,24.74638,48.5451,-,-,10/24/2019 5:22:19 PM,996695,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996512,99.98164,,0.02830391,0 s,1 m,0.05660781,0 s,85.5,482977,48.45785,,,-14.5
R_5RTIC6269B-PV,,0,1000,557.3088,128.7769,-,-,10/10/2019 9:16:14 AM,286237,2 (2) s,0,0 s,1 m,0.5999999,0 s,5 m,93.5,165294,57.74725,,0.3668517,0 s,1 m,0.7337033,0 s,85.3,147739,51.61422,,,-8.2
R_6ZAPACS_SECS,SECS,0,60,0,59,-,-,10/23/2019 8:35:51 PM,997665,2 (2) s,6E-05,0 s,1 m,0.00012,0 s,5 m,100,996398,99.87301,,0.1575,0 s,1 m,0.315,0 s,99.6,47987,4.809931,,,-0.4
R_0Z_EFFECT_STM,%,0,100,-10.14308,45.42232,Check Signal,Stale,10/10/2019 9:19:55 AM,48791,1 (1) s,0,0 s,10 m,0.4,0 s,8 h,66.5,6212,12.73186,,0.0165855,0 s,10 m,0.03317101,0 s,89,31856,65.29073,,,22.5
R_6ZFIC15152-PV,GPM,0,5000,774.4019,4156.725,-,-,10/24/2019 5:21:02 PM,997170,4 (4) s,0.005,0 s,1 m,0.01,0 s,5 m,100,996877,99.97061,,1.736316,0 s,1 m,3.472632,0 s,90.2,214335,21.49433,,,-9.8
R_6ZLIC15126-VL,,0,100,10,93,-,-,10/24/2019 1:37:44 AM,997105,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,995695,99.85859,,0.01972682,0 s,1 m,0.03945364,0 s,90.7,122957,12.3314,,,-9.3
4KRAPPER.4LimeCB1.LAST_BOARD,,0,100,2,1,Hard to Compress,-,10/4/2019 2:36:12 PM,167194,2 (2) s,0.1,0 s,10 m,0.2,0 s,8 h,100,167192,99.9988,,0.0005,0 s,10 m,0.001,0 s,100,167192,99.9988,,,0
P_2PAI0278-PV,PPM,0,50,-0.336656,7.364431,Hard to Compress,-,9/26/2019 10:41:47 AM,49807,4 (4) s,0.25,0 s,10 m,0.5,0 s,8 h,4.85,127,0.2549843,,0.0009696035,0 s,10 m,0.001939207,0 s,96.6,45689,91.73209,,,91.8
R_6ZLIC15107-VL,,0,100,53.22179,49.77821,-,-,10/22/2019 12:59:10 PM,996649,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,993556,99.68966,,0.03789017,0 s,1 m,0.07578035,0 s,85.6,176176,17.67683,,,-14.4
R_5ZFIC6128B-VL,%,0,100,46.93013,53.06987,-,-,10/10/2019 9:17:10 AM,32874,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,32843,99.9057,,0.1659139,0 s,1 m,0.3318277,0 s,85.6,12436,37.82929,,,-14.4
R_4RTIC9968-VL,%,0,100,0.3682288,4.631771,Check Signal,-,10/10/2019 9:18:16 AM,5928,7 (7) s,0,0 s,18 h,0.0625,0 s,5 m,92.9,4950,83.50202,,0.01105077,0 s,18 h,0.02210154,0 s,91.3,5390,90.92442,,,-1.6
R_5RTIC6305-PV,,0,300,154.5836,10.09109,Hard to Compress,-,10/10/2019 9:16:07 AM,233441,2 (2) s,0,0 s,1 m,0.18,0 s,5 m,52.9,30370,13.00971,,0.002089966,0 s,1 m,0.004179932,0 s,99.8,230398,98.69646,,,46.9
R_4RTIC1261-VL,%,0,100,0,100,-,-,10/10/2019 9:15:55 AM,18019,7 (7) s,0,0 s,1 m,0.0002,0 s,5 m,100,17977,99.76691,,0.07161804,0 s,1 m,0.1432361,0 s,85.9,6680,37.07198,,,-14.1
R_5RTIC6721-VL,PCT,0,100,11.14767,79.32341,-,-,10/10/2019 9:16:47 AM,305031,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,304208,99.73019,,0.02553568,0 s,1 m,0.05107136,0 s,93.1,23161,7.592999,,,-6.9
R_5RFIC6917-SP,KPPH,0,250,59.81624,66.84636,-,-,10/10/2019 9:19:56 AM,17438,3 (3) s,0.078125,0 s,1 m,0.0005,0 s,5 m,99.1,17280,99.09393,,0.2550775,0 s,1 m,0.5101549,0 s,85.6,9186,52.67806,,,-13.5
R_5RPI6272-PV,,0,2000,824.6755,207.5945,-,-,10/10/2019 9:18:57 AM,47703,4 (4) s,0.5,0 s,10 m,1,0 s,8 h,90.5,15298,32.06926,,0.4922919,0 s,10 m,0.9845837,0 s,85.7,15424,32.33339,,,-4.8
R_0ZFI6128F-PV,GPM,0,3000,518.0201,882.5499,Check Signal,-,10/10/2019 9:18:59 AM,8547,2 (2) s,0,0 s,10 m,30,0 s,8 h,72.4,192,2.246402,,2.279909,0 s,10 m,4.559819,0 s,85.9,5616,65.70727,,,13.5
R_6ZPIC15387-PV,PSIG,0,30,2.260241,6.281233,-,-,10/23/2019 1:52:47 PM,997414,2 (2) s,3E-05,0 s,1 m,6E-05,0 s,5 m,100,993252,99.58272,,0.003322715,0 s,1 m,0.00664543,0 s,86,236225,23.68375,,,-14
R_4RTI1370B-PV,DEGF,0,1000,225.4946,160.6203,-,-,10/10/2019 9:15:52 AM,20205,7 (7) s,0,0 s,10 m,10,0 s,8 h,43.9,241,1.192774,,0.2673455,0 s,10 m,0.5346909,0 s,85.5,7974,39.46548,,,41.6
R_5RFI6460_TOT-PV,gpm,0,100,0,25.23121,-,Stale,10/10/2019 9:23:56 AM,86730,2 (2) s,0.05,0 s,10 m,0.1,0 s,8 h,90.9,13202,15.22195,,0.04751851,0 s,10 m,0.09503701,0 s,85.3,14338,16.53176,,,-5.6
R_5RFIC6742B-SP,GPM,0,200,85,25,Hard to Compress,Stale,10/10/2019 9:23:25 AM,3797,3 (3) s,0.0002,0 s,1 m,0.0004,0 s,5 m,99.6,3791,99.84198,,0.0475,0 s,1 m,0.09500001,0 s,99.3,3790,99.81564,,,-0.3
R_5RPI6340-PV,,0,15,-0.1702738,0.07571878,Hard to Compress,-,10/10/2019 9:16:13 AM,369461,2 (2) s,0,0 s,10 m,0.009,0 s,8 h,38.2,33777,9.142237,,0.0001356259,0 s,10 m,0.0002712519,0 s,99.7,366697,99.25188,,,61.5
R_5RWI2041G2-PV,LBS,-100000,200000,-22.61069,1823.209,Hard to Compress,-,10/10/2019 9:17:20 AM,3771,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,3770,99.97348,,3.572346,0 s,10 m,7.144693,0 s,98,3570,94.66985,,,-2
R_5RWI2041A6-PV,LBS,-100000,200000,-4984.427,5566.952,Check Signal,-,10/10/2019 9:17:20 AM,3771,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,3770,99.97348,,12.92934,0 s,10 m,25.85867,0 s,93.2,3128,82.94882,,,-6.8
R_5RB_BAL,KPPH,-1000,2000,-45.86072,117.413,Check Signal,-,10/15/2019 11:47:04 AM,69291,2 (2) s,0.3,0 s,10 m,0.6,0 s,8 h,94.3,51488,74.30691,,0.2882623,0 s,10 m,0.5765247,0 s,89.4,52202,75.33734,,,-4.9
R_5RFIC9916-ESP,IN H2O,0,1200,185.1994,1000.394,-,-,10/10/2019 9:16:06 AM,488028,2 (2) s,0,0 s,10 m,0.72,0 s,8 h,98.8,366036,75.00307,,1.932395,0 s,10 m,3.864791,0 s,85.4,170768,34.99144,,,-13.4
R_6ZLIC15333-VL,,0,100,20,67.9034,-,-,10/15/2019 11:45:25 AM,854700,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,754211,88.24277,,0.004848065,0 s,1 m,0.00969613,0 s,97.1,37574,4.396163,,,-2.9
R_5R_STEAM_AVG,KPPH,0,40,532.21,462.0868,-,Stale,10/15/2019 11:54:19 AM,10550,2 (2) s,0.3,0 s,10 m,0.6,0 s,8 h,97.5,7353,69.69669,,1.003953,0 s,10 m,2.007906,0 s,85.6,3868,36.66351,,,-11.9
R_6ZFIC15246-ESP,,0,320,135,128.9361,-,Stale,10/15/2019 11:53:42 AM,85938,2 (2) s,0.00032,0 s,1 m,0.00064,0 s,5 m,100,85689,99.71026,,0.05731774,0 s,1 m,0.1146355,0 s,91.5,8917,10.37609,,,-8.5
R_6ZLIC15143-VL,,0,100,10,75.81747,-,-,10/24/2019 6:49:19 PM,997427,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,997409,99.99819,,0.1094827,0 s,1 m,0.2189653,0 s,85.4,512432,51.37539,,,-14.6
R_6ZFIC15134-SP,,0,2500,500,1642.814,-,-,10/16/2019 2:48:43 PM,998743,2 (2) s,0.0025,0 s,1 m,0.005,0 s,5 m,100,975706,97.69341,,0.3607291,0 s,1 m,0.7214583,0 s,93.8,110778,11.09174,,,-6.2
R_4R_PA_FLOW,KPPH,0,500,0.02405643,207.0154,Hard to Compress,-,10/10/2019 9:15:34 AM,254986,7 (7) s,0,0 s,15 s,2.5,0 s,8 h,70.2,86289,33.84068,,0.07184097,0 s,15 s,0.1436819,0 s,98.2,239263,93.83378,,,28
R_6ZLIC15333-PV,PCT,0,100,63.73203,33.8963,-,-,10/15/2019 11:45:26 AM,456709,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,361922,79.24564,,0.001636265,0 s,1 m,0.00327253,0 s,94.2,47919,10.49224,,,-5.8
R_5RFIC9914-SP,,0,1200,149.7911,1050.209,-,-,10/10/2019 9:16:52 AM,90117,3 (3) s,0,0 s,1 m,0.72,0 s,5 m,98.7,63688,70.67257,,2.132838,0 s,1 m,4.265677,0 s,85.3,20694,22.96348,,,-13.4
R_6ZFI15455-PV,GPM,0,235,67.81821,178.9307,-,-,10/17/2019 9:14:41 AM,1001204,2 (2) s,0.000235,0 s,1 m,0.00047,0 s,5 m,100,1001110,99.99062,,0.2923908,0 s,1 m,0.5847816,0 s,85.2,289094,28.87464,,,-14.8
R_5ZFIC6128B-SP,GPM,0,1200,675,150,Hard to Compress,-,10/10/2019 9:17:01 AM,3813,3 (3) s,0.0012,0 s,1 m,0.0024,0 s,5 m,99.8,3810,99.92133,,0.025,0 s,1 m,0.05,0 s,97.8,3810,99.92133,,,-2
R_5ZBPR14938A-SP,DEGF,0,35,5.643066,12.34253,-,-,10/15/2019 11:45:55 AM,4394,7 (7) s,0,0 s,10 m,0.35,0 s,8 h,77.5,206,4.688211,,0.0441867,0 s,10 m,0.08837339,0 s,92,753,17.137,,,14.5
R_6ZII16313-PV,%ML,0,100,92.55224,7.386833,-,-,10/16/2019 5:34:22 PM,997961,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996900,99.89368,,0.001959076,0 s,1 m,0.003918152,0 s,95.1,641375,64.26854,,,-4.9
R_6ZLI15329B-PV,PCT,0,100,9.855978,60.2464,-,-,10/15/2019 11:45:24 AM,897833,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,895151,99.70128,,0.0401527,0 s,1 m,0.0803054,0 s,96.3,27317,3.042548,,,-3.7
R_5ZFIC15013-VL,PCT,0,100,13.14546,74.02325,Check Signal,-,10/15/2019 11:45:56 AM,141823,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,141811,99.99154,,0.1553323,0 s,10 m,0.3106646,0 s,88,97393,68.67222,,,-12
R_5RHIC6916-SP,%,-100,200,57.67736,67.91134,-,-,10/15/2019 11:46:35 AM,24204,2 (2) s,2,0 s,10 m,4,0 s,8 h,41.8,94,0.3883656,,0.1969176,0 s,10 m,0.3938351,0 s,87.2,12169,50.27682,,,45.4
R_5RPDT6251A-PV,,-15,30,11.67838,0.3726902,Hard to Compress,-,10/10/2019 9:17:11 AM,34639,2 (2) s,0,0 s,10 m,0.018,0 s,8 h,54.5,13386,38.6443,,0.0005953541,0 s,10 m,0.001190708,0 s,97.1,32132,92.7625,,,42.6
R_6ZII16322-PV,%ML,0,177,-0.02357114,37.98359,-,-,10/18/2019 4:00:11 PM,999380,2 (2) s,0.000177,0 s,1 m,0.000354,0 s,5 m,100,999266,99.98859,,0.1393644,0 s,1 m,0.2787288,0 s,85.9,307304,30.74946,,,-14.1
R_6ZTI15112-PV,DEGF,32,392,176.2505,19.3197,-,-,10/24/2019 8:39:44 AM,996841,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,995936,99.90922,,0.04136436,0 s,1 m,0.08272873,0 s,85.5,307597,30.85718,,,-14.5
R_4RPI1306-PV,PSI,0,1500,309.2201,375.4556,Check Signal,-,10/10/2019 9:16:29 AM,7713,7 (7) s,0,0 s,10 m,15,0 s,8 h,50.6,137,1.776222,,0.309612,0 s,10 m,0.6192241,0 s,95.5,6904,89.51122,,,44.9
R_6ZAI15166-PV,uMHO,0,2000,43.98708,2026.724,-,-,10/17/2019 5:13:35 AM,999386,2 (2) s,0.002,0 s,1 m,0.004,0 s,5 m,100,998304,99.89173,,0.1296697,0 s,1 m,0.2593395,0 s,89.7,271149,27.13156,,,-10.3
SOG_EVENT_CODE,STATE,0,12,0,11,Hard to Compress,Stale,10/15/2019 8:41:14 PM,32,1 (1) s,0,0 s,10 m,0,0 s,8 h,100,31,96.875,,0.0055,0 s,10 m,0.011,0 s,100,31,96.875,,,0
R_6ZDTI15112-PV,DEGF,0,400,4.80481,15.66376,-,-,10/24/2019 12:47:01 PM,997629,2 (2) s,0.0004,0 s,1 m,0.0008,0 s,5 m,100,997244,99.9614,,0.03243312,0 s,1 m,0.06486624,0 s,85.7,412652,41.36327,,,-14.3
R_4RPIC9002-VL,PCT,0,100,0,100,Hard to Compress,-,10/15/2019 11:51:01 AM,17598,7 (7) s,0.03125,0 s,1 m,0.0625,0 s,5 m,99.9,17391,98.82373,,0.006106133,0 s,1 m,0.01221227,0 s,99.7,17408,98.92033,,,-0.2
R_4RDI1256B-PV,%SLD,50,25,49.09375,26.8125,Check Signal,-,9/25/2019 7:22:06 AM,26255,7 (7) s,0,0 s,18 h,0.25,0 s,8 h,76.6,7551,28.76024,,0.005781601,0 s,18 h,0.0115632,0 s,94.7,24246,92.34812,,,18.1
R_4RFIC1276A-SP,KPPH,0,400,100,75.9604,Hard to Compress,-,10/10/2019 9:24:54 AM,102142,7 (7) s,0.0004,0 s,1 m,0.0008,0 s,5 m,99.8,102025,99.88545,,0.03436606,0 s,1 m,0.06873212,0 s,99.2,99513,97.42613,,,-0.6
R_4RLIC1250-VL,%,0,100,0,100,-,-,10/10/2019 9:15:34 AM,242120,7 (7) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,241900,99.90914,,0.1405412,0 s,1 m,0.2810824,0 s,86.1,142252,58.75269,,,-13.9
R_6ZLIC15026-PV,PCT,0,100,27.64831,63.38535,Check Signal,-,10/24/2019 2:51:24 PM,997024,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996531,99.95055,,0.0127375,0 s,1 m,0.02547501,0 s,89.2,656558,65.85178,,,-10.8
R_6ZFIC15369-PV,PPH,0,25000,0,21545.12,-,-,10/24/2019 9:31:10 AM,997467,2 (2) s,0.025,0 s,1 m,0.05,0 s,5 m,100,995654,99.81824,,7.32021,0 s,1 m,14.64042,0 s,93.9,48589,4.871239,,,-6.1
R_4RTIC1289-PV,DEGF,0,1000,521.822,283.2084,-,-,10/10/2019 9:16:32 AM,34311,7 (7) s,0,0 s,1 m,0.625,0 s,5 m,94.3,15592,45.44315,,0.3792061,0 s,1 m,0.7584121,0 s,85,13779,40.15913,,,-9.3
R_4RTI7117B-PV,DEGF,0,1400,390.7337,523.6381,-,-,10/10/2019 9:15:34 AM,39723,7 (7) s,0,0 s,10 m,14,0 s,8 h,59.1,3076,7.743625,,0.7386153,0 s,10 m,1.477231,0 s,85.1,14686,36.97102,,,26
